member_1,member_2,phrase_case,frequency
diplomaadist,abikaasa,n,2
pleksiklaasist,sein,n,2
alumiiniumist,keredetail,n,2
lätlasest,energiavolinik,n,2
konverentsist,osavõtja,ad,2
klaasist,alus,ad,2
terasest,korpus,kom,2
ringlusest,tagasitulnu,n,2
konservatiivist,konkurent,p,2
metalltorust,mast,p,2
reisist,loobumine,p,2
puust,kaubapurjekas,n,2
itaallasest,maailmameister,g,2
kahjumist,pääsemine,g,2
ajagraafikust,kinnipidamine,n,2
teatridirektorist,pereisa,n,2
metallist,piire,n,2
tulekahjust,neljapäev,ad,2
miljardärist,seikleja,n,2
klaasist,vahesein,g,2
tunni-paarist,hilinemine,p,2
plastikust,pakettaken,n,2
rannast,lahkumine,p,2
rahvusest,liige,n,2
sakslasest,insener,p,2
paigaltstardist,sõit,g,2
kreeklasest,omanik,n,2
naissaarest,põhi,in,2
algest,kunst,in,2
tööhõivealast,tippkohtumine,p,2
võistlusest,osavõtumaks,n,2
meessoost,järglane,p,2
ajaloolasest,autor,n,2
soomlasest,omanik,all,2
seljast,võtmine,g,2
rahvaliidust,väljaastumine,p,2
soost,pankur,g,2
termosest,kohv,p,2
ametist,loobumine,all,2
kaelast,veeretamine,tr,2
aafriklasest,paadipõgenik,p,2
eestlasest,sumoproff,n,2
suust,väljumine,g,2
tehasest,müük,all,2
traumast,paranemine,tr,2
kodust,kool,adt,2
betoonist,alus,n,2
soost,tegelane,n,2
klaasist,putka,g,2
puidust,sedel,n,2
britist,sõber,p,2
vähist,hoidumine,g,2
registrist,väljavõte,g,2
sekkumisest,loobumine,n,2
olümpiast,eemalejäämine,n,2
osteoporoosist,hoidumine,tr,2
hõbedast,maraton,g,2
hispaanlasest,vilemees,n,2
linast,lõim,ter,2
sakslasest,juht,g,2
savist,ese,g,2
esmaspäevast,mäng,p,2
dekoratiivkivist,seinakate,n,2
kivist,kirst,g,2
rauast,tuum,n,2
jääaugust,väljaronimine,ad,2
poliitikast,rääkimine,tr,2
dadaistist,kirjanik,g,2
parkimiskorrast,kinnipidamine,p,2
telerist,jalgpallikohtumine,p,2
osutamisest,loobumine,n,2
beetast,alfa,tr,2
metallist,tool,n,2
eestlannast,noviits,n,2
tonnist,veoauto,p,2
eessõitjast,möödumine,tr,2
koomast,toomine,g,2
riigipühast,pool,n,2
rahvusest,perekond,n,2
õnnetusest,teatamine,ad,2
reostusest,proov,n,2
striptiisitarist,stjuardess,n,2
moekunstnikust,abikaasa,n,2
algusest,keskpaik,ter,2
ajaloolasest,sõber,n,2
palestiinlasest,tüdruk,n,2
korrusest,vaade,n,2
mõisaveskist,märge,p,2
isikupärast,nägemus,p,2
liikmest,kandidaat,g,2
ringist,väljamurdmine,tr,2
belglasest,partner,n,2
hotellist,staadion,all,2
grusiinist,treener,all,2
sunniidist,asepeaminister,n,2
kuupmeetrist,maagaas,el,2
puust,karbike,n,2
ruutmeetrist,pind,p,2
kroonist,lend,tr,2
õpilasest,ettevõtja,tr,2
ohust,teavitamine,tr,2
vineerist,tool,n,2
ühisstardist,vabatehnikasõit,n,2
vanglast,pääsemine,g,2
kütusest,tühjakspumpamine,tr,2
demokraadist,rahvaesindaja,n,2
keelest,tõlkimine,p,2
rauast,detail,n,2
koolitusest,osavõtja,n,2
kohast,lahkumine,g,2
börsihinnast,kallim,abl,2
naftatankerist,konteinerristleja,tr,2
karusnahast,detail,n,2
slovakist,kohtunik,n,2
elevandiluust,skulptuur,n,2
ettevõtlusest,kõrvaldamine,kom,2
kaitseväeteenistusest,lahkumine,ad,2
kultuurist,osa,g,2
meessoost,pärija,n,2
ametist,vallandamine,n,2
rahvaliitlasest,vallavolikogu,g,2
alumiiniumist,leht,p,2
maailmaparandajast,kelm,n,2
viitstardist,rullsuusatamine,p,2
teatrist,kirjutaja,n,2
verepilastusest,tapatalgud,ter,2
kilomeetripikkusest,aun,ad,2
riigist,poiss,n,2
pühapäevast,pühapäev,ter,2
kreeklasest,meeleavaldaja,g,2
austraallannast,aktivist,g,2
ringist,pääsemine,n,2
leedulannast,abikaasa,ad,2
klaasist,kiud,g,2
terasest,toru,n,2
termoplastikust,märgistus,n,2
termoplastikust,joon,n,2
kivivillast,toode,n,2
hooldekodust,lahkumine,p,2
kunstnahast,tagi,p,2
nahast,kinnas,n,2
metallist,küünlajalg,n,2
investeeringust,loobumine,g,2
kannast,varvas,ter,2
soost,pühak,n,2
uksest,sisenemine,tr,2
soomlasest,kohtunik,n,2
tulumaksust,kõrvalehoidmine,tr,2
eraettevõtlusest,tulnu,es,2
aprillist,rahvastikuminister,n,2
kodust,põgenemine,g,2
eestlasest,ametnik,p,2
konkursist,osavõtnu,g,2
joodikust,valvur,el,2
aprillist,juuli,ter,2
graafikust,abikaasa,n,2
metallist,kühvel,n,2
eeposest,kunstiteadlane,n,2
kultuurialast,koostöö,p,2
direktorist,vabanemine,n,2
barbaarsusest,tsivilisatsioon,g,2
puidust,raam,kom,2
riigikogust,staatus,g,2
lambavillast,käpik,n,2
eestlasest,sõjaohver,n,2
keskerakondlasest,kultuuriminister,n,2
hääletusest,osavõtnu,g,2
päästealast,koolitus,p,2
eestlasest,töömees,n,2
ajust,informatsioon,g,2
ühistööst,loobumine,p,2
nimekirjast,väljajäämine,g,2
rahvusest,ettevõtja,n,2
vaalast,pilt,kom,2
norralasest,määrdemeister,g,2
bussist,väljumine,n,2
turkmeenist,elanik,g,2
punktist,saatmine,n,2
riidest,kleit,n,2
kivist,labürint,n,2
verest,pillihäälestaja,p,2
klassist,vastane,n,2
soost,sõdur,n,2
egiptlasest,kohtunik,n,2
raudbetoonist,sild,n,2
terasest,mõistus,el,2
paraolümpiast,osavõtja,n,2
põlevkiviõlist,mootorikütus,g,2
elektrist,ilmajäämine,p,2
vanametallist,vabanemine,tr,2
pangast,loobumine,g,2
õppusest,osavõtja,p,2
aastast,kogudus,p,2
piimast,loobumine,g,2
natukesest,aeg,el,2
naissoost,õpilane,p,2
karistusest,eemalehoidmine,el,2
turismialast,kirjandus,p,2
klassitoast,mõis,g,2
kobrasarnast,roomaja,p,2
tööjõust,puudus,n,2
tammepuust,uks,kom,2
eraisikust,käendaja,n,2
kullast,sõrmus,g,2
miljonärist,kirjanik,g,2
ametist,keskkonnaminister,n,2
prantslannast,õppejõud,n,2
reisist,osa,p,2
päästealast,hariduskeskus,p,2
sotsiaaldemokraadist,transpordiminister,n,2
kivist,risttahukas,n,2
muinasajast,maailmasõda,ter,2
kohtumisest,võit,n,2
lapsest,kroon,p,2
joodikust,sõber,n,2
nimest,vabanemine,p,2
põhupakist,majaehitamine,g,2
ministrist,isa,n,2
põhikoolist,väljalangevus,p,2
südamest,naermine,p,2
sakslannast,tordimeister,g,2
argentiinlasest,pealik,el,2
metallist,autasu,n,2
kadriorust,sari,g,2
vastasest,üleolek,n,2
valimisliidust,mesilane,n,2
majanduskriisist,pääsemine,tr,2
parkimiskorrast,mittekinnipidamine,g,2
ostuhinnast,erastamisväärtpaber,kom,2
rahuvalvealast,koostöö,p,2
rahvusest,hokimees,p,2
lennukist,mahajätmine,g,2
eestlannast,tšellist,n,2
sulest,lugu,n,2
ühisstardist,vabatehnikasõit,g,2
mõttest,ajendatu,es,2
piletirahast,annetus,el,2
monoliitraudbetoonist,sammas,p,2
valuutast,loobumine,n,2
rämpsust,puhastamine,g,2
alumiiniumist,alus,ad,2
ordenist,loobumine,el,2
koolist,koor,g,2
ühendriiklasest,treener,g,2
lennuväljast,kirre,in,2
rannast,kilomeeter,g,2
linnakassast,hüvitis,p,2
keskerakondlasest,riigikoguliige,g,2
poest,lahkumine,ad,2
venelasest,väljakukohtunik,n,2
miljonilisest,rahvas,p,2
rauast,toru,g,2
telestaarist,poeg,n,2
metallist,kuulike,n,2
hõbedast,lennukitiib,g,2
peost,osavõtt,tr,2
kodanikust,meesterahvas,n,2
puidust,keerdtrepp,n,2
traadist,värav,n,2
titaanist,pump,n,2
enamikust,süüdistus,el,2
esireast,naine,n,2
sedaanist,esivanem,n,2
õnnest,rääkimine,n,2
ruutmeetrist,krunt,p,2
kivist,kaitsesein,g,2
kalendripäevast,protsent,p,2
kohtumisest,keeldumine,n,2
vrakist,nafta,g,2
geotekstiilist,kate,g,2
brasiillasest,laureaat,tr,2
suitsetamisest,loobuja,g,2
suvekoolist,osavõtja,g,2
tööerakondlasest,peadirektor,n,2
hinnakujundusalast,teave,p,2
rootslasest,maailmameister,n,2
sajandist,keeglisaal,g,2
papist,kaas,g,2
mängupõrgust,miljonär,es,2
päevast,daam,n,2
vormist,loobumine,n,2
ministriametist,loobumine,p,2
rahvusest,kunstnik,p,2
vitraazhikunstnikust,isa,n,2
raudbetoonist,sild,g,2
kodust,söekaevanduslinn,el,2
meessoost,abikaasa,n,2
tonnist,rukis,el,2
aastast,töötamine,p,2
lennukist,väljahüppamine,tr,2
oksjonist,osavõtt,n,2
maapinnast,tuulelipp,g,2
filoloogist,abikaasa,n,2
keskerakondlasest,väliskomisjon,g,2
lakknahast,nokk,kom,2
pankrotiprotsessist,vabanemine,tr,2
tänavalapsest,pool,n,2
puust,kiik,n,2
hiidlasest,ajakirjanik,n,2
soomlasest,maadleja,n,2
kuningannast,loobumine,p,2
raudbetoonist,kate,n,2
põhust,sein,p,2
austusest,minister,n,2
betoonist,sillapost,adt,2
kergsulamist,velg,n,2
vallast,palk,p,2
kaldast,erinevus,p,2
maist,sadam,ill,2
klaasist,hoone,g,2
bensiinijoodikust,tippmootor,n,2
neitsist,sündimine,g,2
läänest,abi,p,2
paberihunnikust,otsimine,all,2
vanusest,naine,p,2
väärismetallist,medal,p,2
reservlipnikust,kodumaakaitsja,es,2
austraallasest,liige,n,2
järvamaalasest,kandja,kom,2
soomlasest,eradetektiiv,n,2
sugulasest,noormees,n,2
valgevenelannast,elukaaslane,n,2
näitlejast,president,n,2
uraanist,relv,in,2
tööpuudusest,jagusaamine,tr,2
arvutiõpetusest,ilmajätmine,n,2
sarnasusest,pilt,kom,2
ajakavast,mahajäämine,n,2
pääsmest,tööturg,all,2
rahvusest,kodanik,ad,2
kadrist,jõulu,n,2
korterist,mobiiltelefon,g,2
trikotaazhist,kombinesoon,n,2
plastmassist,kiiver,n,2
kodust,väljatõstetu,n,2
edust,mõtlemine,g,2
umbusaldusest,loobumine,tr,2
jalgrattatuurist,osa,p,2
merest,ülestõstmine,n,2
vanast,gaasiturg,el,2
nahast,kostüüm,in,2
lanzarote-laagrist,tulnu,es,2
politseimajast,säär,n,2
porgandist,nina,kom,2
inglasest,omanik,n,2
afgaanist,tsiviilisik,p,2
olümpiaadist,osavõtja,n,2
uksest,väljaminemine,ter,2
terevisioonist,projekt,n,2
püsimajäämisest,rahvas,es,2
materjalist,elektriajam,g,2
venelasest,autojuht,n,2
rahvusest,meeskodanik,n,2
veiselihast,loobunu,g,2
soomlasest,puurivaht,n,2
aastast,kohtunik,n,2
britist,kolmikhüppaja,n,2
eestlasest,narkokurjategija,p,2
väeosast,protest,tr,2
nõmmest,juhataja,g,2
vanurist,järjekord,n,2
sakslannast,estofiil,n,2
minoorist,mazhoor,g,2
laibast,pruut,g,2
eestlasest,piiriületaja,n,2
klaarklaasist,esilatern,n,2
baarist,väljumine,p,2
filmirezhissöörist,abikaasa,g,2
sametist,teke,ad,2
lahkunust,mälestus,p,2
katoliiklasest,linnapea,n,2
savist,vile,p,2
eestlasest,suusatamine,g,2
puust,kaas,kom,2
enamikust,laps-sportlane,el,2
vabariiklasest,liider,n,2
sovetiühiskonnast,turuühiskond,p,2
kodusõjast,rääkimine,n,2
rumeenlasest,peatreener,n,2
grafomaanist,õpetaja,n,2
savist,ahjuvorm,n,2
korvist,kallutus,p,2
baaskursusest,eriprogramm,ter,2
süsinikust,nanotoru,n,2
alumiiniumist,mootoriplokk,kom,2
demonstratsioonist,kommertsüritus,tr,2
pikselöögist,laskemoonaladu,n,2
šveitslannast,esireket,n,2
kummist,isolatsioon,n,2
karjäärist,välismaa,ad,2
tänapäevast,arveteklaarimine,p,2
ullikesest,veteran,p,2
eraisikust,maaomanik,n,2
tsoonist,väljumine,ad,2
makedoonlasest,telemees,n,2
pealetungist,mood,in,2
riigist,lahkumine,kom,2
soomlasest,omanik,kom,2
mõisaprouast,paruness,n,2
alluvast,juhtivtöötaja,g,2
kodanikust,ärimees,n,2
papist,auraha,n,2
roolist,istumine,n,2
austerlasest,elukaaslane,n,2
papist,poiss,ad,2
austraallasest,tennisehuviline,n,2
albaanlasest,surnukeha,n,2
ajaloolasest,poliitik,n,2
balletiteatrist,kirjutaja,p,2
getost,väljamurdmine,g,2
ametist,murdmaasuusatamine,g,2
juristist,isa,n,2
east,liige,n,2
saastest,vabastamine,tr,2
kunstnahast,uisusaabas,n,2
materjalist,kiht,n,2
prantslasest,väljakukohtunik,n,2
laagrist,kilomeeter,n,2
kivist,loss,n,2
puust,malelaud,n,2
staatusest,vabanemine,n,2
soomlannast,juht,n,2
metallist,ribakardin,n,2
albaanlasest,tõlk,n,2
metallist,polt,p,2
lubjakivist,kandesein,kom,2
maa-alusest,gaasihoidlane,p,2
nabast,varvas,ter,2
riiulifirmast,asi,g,2
ameeriklasest,arendusjuht,n,2
infovahetusest,kaaspätt,kom,2
miljonärist,laulja,n,2
marmorist,mälestusmärk,n,2
tööst,seltskond,in,2
eestlasest,ajakirjanik,p,2
aidsist,hoidumine,g,2
võlast,vabanemine,tr,2
saatekeskusest,aktsiaselts,n,2
balletist,tantsuteater,ter,2
soomlasest,friik,adt,2
lemmikinstrumendist,tenorsaksofon,el,2
mausoleumist,väljaviimine,p,2
naissoost,tippstaar,all,2
papist,tool,n,2
armuloost,natsiminister,g,2
sõjaväelendurist,IT-ärimees,tr,2
nahast,diivan,g,2
vanglast,tulnu,es,2
vallakeskusest,alevik,in,2
küünlast,maht,p,2
meessoost,ameeriklane,p,2
karvast,lõug,adt,2
rahvaliitlasest,komisjon,g,2
isikust,omanik,ad,2
nahast,kasukas,in,2
ainest,vabanemine,n,2
demokraatiast,kinnipidamine,p,2
kummist,mänguasi,p,2
tonnist,kütus,el,2
belglasest,omanik,n,2
ümbrikust,osa,g,2
muusikast,mõtlemine,n,2
kasvatamisest,loobumine,n,2
klaasist,rohupudel,g,2
ukrainlasest,allveelaevamadrus,n,2
agendist,teade,p,2
prantslasest,mootorrattur,n,2
heegeldajast,usujünger,tr,2
klaasist,kleit,n,2
vanglast,pääsemine,tr,2
eestlasest,olümpiamedalivõitja,n,2
politseist,vallandamine,p,2
albaanlasest,tsiviilisik,p,2
soost,liige,p,2
metallist,vai,n,2
jänkist,juht,g,2
firmast,lahkunu,g,2
elemendist,puhastamine,g,2
ärimehest,nimekaim,n,2
autoregistrikeskusest,buss,g,2
inglasest,lennukihuviline,p,2
klaasist,sojapiim,el,2
referendumist,loobumine,n,2
reportaazhist,reportaazh,g,2
soost,olend,n,2
ministrikohast,pühapäev,ad,2
eraisikust,laenaja,all,2
rahvusest,äärmuslane,g,2
sotsist,kantsler,n,2
sotsist,välisminister,g,2
sotsist,juhataja,n,2
eestlasest,liige,g,2
ajast,mälestus,n,2
hinnast,pakkumine,in,2
kergejõustikust,loobumine,p,2
teabeteenistusest,teabeamet,tr,2
rahvusest,taksojuht,g,2
palestiinlasest,farmer,g,2
ametikohast,ilmajäämine,n,2
lumelauaspordist,mägironimine,g,2
plastist,lüliti,n,2
spordist,kirjutamine,g,2
juristist,liige,g,2
atleetvõimlejast,õde,n,2
tehislumest,ring,n,2
küünikust,juht,n,2
kommunistist,riigipea,n,2
rahvusest,kindral,n,2
õlist,adru,n,2
ärimehest,poliitik,g,2
telerist,nähtu,n,2
varast,väljakäimine,p,2
shokolaadist,lihavõttemuna,n,2
õppusest,osavõtt,tr,2
paigast,liikumine,p,2
narkomaanist,kaitseliitlane,all,2
rahvusest,elanik,all,2
vallandamisest,pääsemine,tr,2
eestlasest,võidusõitja,n,2
abipolitseinikust,kaitseliitlane,n,2
soost,teadlane,p,2
prantslasest,langevarjur,n,2
tootmisest,kokkuhoid,g,2
alkoholist,võõrandumine,tr,2
naissoost,vastaja,el,2
kirjaneitsist,õde,n,2
tööparteist,lahkumine,tr,2
kaitseliitlasest,kohtualune,n,2
tegemisest,keeldumine,el,2
kandmisest,keeldumine,ad,2
soost,spioon,p,2
maist,pubi,g,2
reformierakondlasest,asetäitja,tr,2
tragöödiast,tsirkus,g,2
poetessist,elukaaslane,n,2
aastast,klient,all,2
ameeriklasest,korrespondent,n,2
inglasest,mänedzher,n,2
mäest,allatulek,n,2
püsitasust,loobumine,g,2
rahvaparteist,integratsioon,tr,2
rahulolematust,planeering,kom,2
põuast,suvi,g,2
kohtust,põgenemine,kom,2
juulist,juuni,ter,2
metallist,vagunelamu,g,2
keskkonnaalast,koostöö,p,2
tehislumest,suusarada,n,2
taanlasest,peakohtunik,n,2
nahast,king,all,2
linnuhuvilisest,rektor,n,2
ehitusmaksumusest,tingimus,ad,2
emast,karupoeg,p,2
sotsialismist,vabanemine,el,2
keskkonnaalast,informatsioon,p,2
sakslasest,isik,g,2
ettekandjast,ema,n,2
poest,ostmine,tr,2
valikgrupist,edasipääsemine,g,2
parunist,karjamõisnik,n,2
neljapäevast,koduväljakuvõit,p,2
tulemusest,edasipääs,p,2
eestlasest,kaotaja,g,2
otsusest,taganemine,n,2
kõrgkoolist,kohtupink,p,2
võlast,pääsemine,tr,2
itaallasest,padre,n,2
sovhoosiesimehest,president,n,2
teksariidest,tagi,g,2
naissoost,isik,all,2
soost,küsitletu,el,2
traumatoloogist,isa,n,2
materjalist,veresoon,p,2
päevalehest,loetu,n,2
ajakavast,kinnipidamine,ad,2
hokist,loobumine,tr,2
eestlasest,profisportlane,n,2
kanadalannast,abikaasa,g,2
okupatsioonist,vabanemine,ad,2
elukaaslasest,lahkuminemine,p,2
sakslasest,terror,el,2
ametist,sadam,g,2
kummist,nui,n,2
telefonikõnest,pank,g,2
koolieelikust,laps,n,2
morfiinist,ilmajäämine,n,2
koonderakondlasest,väliskomisjon,g,2
pensionärist,lesk,ad,2
reservmereväelasest,ärimees,n,2
eestlasest,läbipekstu,n,2
keskerakondlasest,heinmets,n,2
jaanuarist,kohustus,n,2
teabepäevast,osavõtja,n,2
marmorist,sammas,n,2
lumekaardist,toimetus,in,2
teenusest,huvitatu,p,2
firmajuhist,sõber,n,2
piinlikkusest,matslikkus,g,2
ekslauljast,pruut,n,2
keelest,tõlkija,g,2
katastroofist,mälestus,es,2
aprillist,ülemkomissar,n,2
jaanuarist,linnapea,n,2
isamaliitlasest,esimees,all,2
enamikust,liigikaaslane,el,2
plekist,lapp,n,2
soost,mafiooso,n,2
haiglast,uudishimu,p,2
puidust,rakett,n,2
papist,kikilips,g,2
aastast,paar,ad,2
vahukoorest,rinnahoidja,n,2
linnainimesest,vanaema,n,2
materjalist,pidur,n,2
sotsiaaldemokraadist,parlamendiliige,g,2
pakkumisest,pool,n,2
kodust,väljumine,g,2
tuhatkonnast,inimene,el,2
tuukrist,isa,n,2
puust,vapp,n,2
tööst,loom,kom,2
toidust,teavitamine,g,2
hasartmängusõltlasest,mees,n,2
eraisikust,laenutaotleja,n,2
reformierakondlasest,rahandusminister,g,2
veekogust,omavalitsus,g,2
isamaaliitlasest,linnavalitsus,n,2
kivist,osa,g,2
müügiobjektist,välistamine,tr,2
šotlasest,kohtunik,n,2
piirist,vanem,n,2
poliitikast,loobumine,es,2
puidust,tool,p,2
metallist,katus,n,2
templist,aeg,adt,2
12raundist,matsh,g,2
kannust,õlu,el,2
piparkoogimemmest,juht,n,2
tuumajaamast,tegevus,g,2
asejuhatajast,presidendikandidaat,n,2
hollandlasest,tantsija,n,2
keenlasest,võitja,n,2
tuulest,viidu,all,2
internetist,ajaleht,p,2
porist,tee,p,2
kruusist,joomine,p,2
edust,jutlustaja,all,2
klassist,osa,n,2
luust,ese,n,2
egiptlasest,ärimees,g,2
mängust,osavõtmine,tr,2
metallist,latt,kom,2
pidulisest,pool,n,2
vanaprouast,piletimüüja,g,2
suvest,suvi,ill,2
keskkonnaametist,raieluba,p,2
imikust,vanur,ter,2
olukorrast,vabanemine,tr,2
sõjavangist,vabanemine,p,2
ülikoolist,tulnu,es,2
sakslannast,elukaaslane,n,2
koalitsioonipoliitikust,reformierakondlane,n,2
metallist,klambrike,g,2
tunnist,seismine,p,2
ajaloolasest,linnapea,n,2
kollist,juhatus,g,2
plastist,müük,n,2
4000-peesost,väljaminek,p,2
pürgimisest,loobumine,p,2
saatjast,vastuvõtja,ill,2
liiklusõnnetusest,parameedik,all,2
nahast,kolmnurk,kom,2
talumehest,isa,n,2
eestlasest,korvpallur,n,2
plastmassist,kala,p,2
alumiiniumist,välispaneel,n,2
rahvusest,varas,n,2
veerandtunnist,mässamine,p,2
bürokraatiast,närimine,n,2
köögiviljaletist,rõdukast,g,2
puidust,esik,n,2
tulekivist,ese,p,2
soost,kaupmees,n,2
välismaalasest,ettevõtja,el,2
kodanikust,kaaslane,g,2
elust,lahkumine,el,2
enamikust,toidupood,el,2
mõistest,toit,n,2
higist,särk,kom,2
erakliendist,elektritarbija,p,2
peost,katk,g,2
püsitasust,vabastamine,n,2
hommikust,õhtani,n,2
kandideerimisest,loobumine,el,2
narkomaanist,jõugukaaslane,g,2
narkomaanist,narkodiiler,all,2
narkosõltlasest,õpilane,n,2
invaliidist,isa,n,2
miljonärist,mees,g,2
põlengust,pühapäev,ad,2
300miljo-nilist,auditoorium,p,2
munitsipaalpolitseist,unistus,tr,2
hiinlasest,teadlane,g,2
puidust,raam,g,2
kunstist,rääkimine,g,2
kriminaalkaristusest,vabastamine,p,2
hilisõhtust,äike,p,2
maalikunstnikust,eestlane,n,2
meessoost,helistaja,n,2
pianistist,abikaasa,g,2
relvarahust,kinnipidamine,g,2
ameeriklasest,fotograaf,kom,2
autost,mobiiltelefon,g,2
liikmest,umbusaldamine,g,2
enamikust,projekt,in,2
preestrist,koolidirektor,n,2
hiinlasest,tõlk,n,2
erupolkovnikust,sõjaväeanalüütik,n,2
soost,meremees,n,2
kättemaksusoovist,ajendatu,es,2
slaavlasest,ostja,n,2
vindist,olek,p,2
kullast,variant,n,2
väikefirmast,tehnoloogiahiiglane,tr,2
ringist,pääsemine,tr,2
energiast,kütus,el,2
maratonist,osavõtja,p,2
materjalist,käsn,n,2
novembrist,suursaadik,n,2
jänkist,mänedzher,n,2
klaasist,juustutehas,g,2
romaanist,vägivald,n,2
vastastikkusest,süüdistamine,el,2
rahvusest,külaline,p,2
otsast,rebenemine,g,2
üksiklasest,geenius,n,2
meeskoreograafist,tantsija,n,2
reedest,kontsert,p,2
papist,tunnistusekaas,n,2
riigikaitsealast,koolitus,p,2
riigieelarvest,ülevõtmine,el,2
kohtumaratonist,tegemine,g,2
rahvusest,silm,kom,2
vältimisest,rääkimine,n,2
näost,rääkimine,n,2
tulemüürist,läbimurdmine,kom,2
teatajast,ilmumine,el,2
eestlasest,sulane,n,2
promillist,alkoholisisaldus,el,2
keskkoolist,gümnaasium,el,2
ärimehest,linnapea,n,2
koomast,väljatulek,p,2
kodust,jooks,in,2
betoonist,sammas,p,2
leiboristist,siseminister,n,2
klaasist,peakorter,n,2
maist,veebruar,ter,2
õppimisest,huvitatu,p,2
britist,maailmameister,n,2
võistlusest,osalemine,tr,2
laarist,kahju,n,2
labast,arvutigraafika,p,2
naissoost,vaataja,n,2
võlglasest,vald,all,2
õuest,maja,adt,2
puidust,suvemaja,n,2
konservatiivist,juht,n,2
kinnisvaraärimehest,isa,n,2
juhatusest,lahkumine,all,2
ilmarändurist,eelkäija,n,2
plastist,korpus,n,2
seksuaalinstinktist,vabanemine,n,2
albaanlasest,põgenik,g,2
eestlasest,töötaja,n,2
koolieelikust,laps,p,2
naissoost,roll,p,2
poest,nukk,es,2
klaasist,ehitus,p,2
liberaalist,parlamendiliige,n,2
asjaarmastajast,näitleja,n,2
põlvest,sentimeeter,p,2
tegevusest,loobumine,g,2
õpetajast,ema,ad,2
autost,möödumine,n,2
lätlasest,olümpiavõitja,n,2
puidust,viimistlus,n,2
rahvusest,treener,n,2
lennujaamast,pildistamine,all,2
tartlasest,president,n,2
fliisist,dressipluus,g,2
juudisoost,advokaat,n,2
ralliautost,viiepunktiturvavöö,n,2
lavatagusest,elu,el,2
peast,teadmine,n,2
koduprouast,abikaasa,g,2
nahast,ese,p,2
eestlasest,professor,n,2
sulist,mees,kom,2
käibest,eemaldamine,n,2
betoonist,kaldakindlustus,p,2
ühiskonnast,eraldamine,el,2
tehasest,ilmajäämine,g,2
eestlasest,rattaproff,n,2
vanapoisist,kirjanik,g,2
arestikambrist,vabanemine,p,2
lapsepõlvekodust,tehaselinn,in,2
küljest,mõõde,in,2
üritusest,teavitamine,tr,2
viinast,võõrutamine,tr,2
liivkivist,pank,n,2
uraanist,laskemoon,g,2
kärast,innustatu,es,2
internetist,helistamine,g,2
kipsist,kuju,g,2
tormimurrust,tekitatu,n,2
tööst,raudtee,ad,2
vägivallapornost,võrk,in,2
juudisoost,põlvnemine,p,2
juudisoost,ülikooli-professor,p,2
õigusetusest,väljaostmine,tr,2
juudisoost,autor,g,2
juudisoost,uurija,n,2
venelasest,talupoeg,n,2
tollist,võtmine,tr,2
hullumajast,põgenenu,n,2
veebruarist,algus,ter,2
rahvusest,üliõpilane,n,2
pronksist,teravik,n,2
asotsiaalist,mees,g,2
venelannast,kaardilugeja,g,2
rahvusest,ohvitser,p,2
automaadist,tulistamine,n,2
kohanemisteemast,rääkimine,n,2
puidust,pööning,n,2
majast,lastekodu,g,2
volikogust,täiendamine,tr,2
pleenumist,osavõtja,all,2
mõttekaaslasest,tehnik,n,2
kevlarist,jope,n,2
nullist,käivitamine,n,2
hõbedast,tahukas,p,2
shokist,toibumine,p,2
rivist,väljaviimine,tr,2
betoonist,prügikast,n,2
seelikust,paikamine,g,2
sõnast,delikatessen,n,2
plastmassist,kaart,n,2
rauast,kapp,n,2
it-vallast,rakendusuuring,ad,2
välismaalasest,arhitekt,ad,2
metallist,mahuti,n,2
lennufanaatikust,ärimees,all,2
soost,naftabojaar,n,2
koondamislainest,pääsenu,p,2
raamatupidajast,õde,n,2
müügiobjektist,väljajätt,p,2
naissoost,türklane,n,2
viirust,tuhandik,n,2
hi-viirusest,nakatunu,g,2
viroloogist,laboriprofessor,g,2
illegaalist,koka,g,2
rahvusest,rahuvalvaja,abl,2
afgaanist,töötaja,p,2
testrist,arvuti,ill,2
pähklipuuvineerist,detail,n,2
alumiiniumist,sisu,n,2
parteist,inimene,n,2
mänedzherist,abikaasa,n,2
